input_id,water_name,water_name_ref,GNIS_NAME,LENGTHKM,PERMANENT_IDENTIFIER,COMID,REACHCODE,snap_xy,snap_m,closest_node_m,closest,name_check,mult_reach_ct,name_check_txt,mr_meas,message
{F7DB486C-70EB-4909-AA7D-7D95D0D98DFE},nan,nan,Butter Creek,6.803591106,8232694,8232694,1.80102E+13,POINT (-123.3574920219267 40.58778778550089),178.1712625,976.4245164,1,0,1,nan,14.40865,
{32237952-C01E-410E-4808-72FB99E257FF},nan,nan,Big Quilcene River,1.719933774,24286898,24286898,1.711E+13,POINT (-123.0256776587681 47.82579171429802),178.0869528,628.0543877,1,0.095238095,1,,39.10199,
{117FC5B4-5BEF-487B-A3EE-5EA389AFA7B0},nan,nan,Green River,6.095841009,23977768,23977768,1.711E+13,POINT (-121.3678296521259 47.17163035676585),174.8619543,996.4519883,1,0.142857143,1,,13.64,
WD-TR-001,Fifteenmile Creek,fifteenmile creek,Fifteenmile Creek,1.264097529,10682312,10682312,1.60203E+13,POINT (-113.9839616658669 39.91629407086707),172.0299987,554.1601613,1,1,1,exact name match,48.91538,
{6075EE18-CBC8-4A2C-9D03-B403F081B843},nan,nan,Whitehorse Creek,3.517455616,24287890,24287890,1.711E+13,POINT (-123.2461186975025 47.5805986837304),162.7838983,441.5277358,1,0,1,,12.12436,
nan,SNAKE RIVER,snake river,Snake River,0.747523238,24451669,24451669,1.70402E+13,POINT (-111.927943797967 43.76172625367801),160.5756526,353.6581901,1,1,1,exact name match,52.95401,
{E9DDB514-D303-403D-9DD8-92F6D9222EC7},nan,nan,Blazed Alder Creek,1.219830659,23736071,23736071,1.708E+13,POINT (-121.8959179155855 45.45707951110008),157.3127492,496.4324895,1,0.095238095,1,,32.32717,
{D92CF21F-CB10-436D-914B-34B6F0269F01},nan,nan,Goat Creek,5.962375228,23982111,23982111,1.711E+13,POINT (-121.5143349937341 47.00022562081185),157.2891339,1029.351931,1,0.153846154,1,,14.70239,
{3C4B0BD0-236F-49B9-8FB7-4C1FF5B1699A},nan,nan,Coleman Creek,5.279201822,23886986,23886986,1.71002E+13,POINT (-123.5152002598806 44.29417348889685),157.2305754,1116.754992,1,0.25,1,,79.00715,
{2B85B33B-20AF-40A9-B9BC-FCB10AD3A046},nan,nan,,3.973734701,23895382,23895382,1.71003E+13,POINT (-122.1876708451017 43.38734950298782),152.3906714,532.2113821,1,0,1,"no name match, water name and or gnis name not provided",87.63955,
{A8590AA3-EF8D-4270-9587-0CE921D6FBF8},nan,nan,Warm Spring Creek,3.124119154,23894940,23894940,1.71003E+13,POINT (-122.1969017288205 43.36799202799796),151.4576048,1277.00046,1,0.2,1,nan,60.11932,
{1641B395-DE44-4013-AF3E-940FFFE4DEAF},nan,nan,Fifteenmile Creek,3.742230429,24504698,24504698,1.70701E+13,POINT (-121.4480115652741 45.35811016990181),149.9275639,1083.062896,1,0.1,1,,70.2288,
{C701818A-382D-4949-BF3E-4E6B926DEBE2},nan,nan,McCoy Creek,6.841266616,23781555,23781555,1.709E+13,POINT (-122.0424977882411 44.70379293093377),149.4397916,1147.459175,1,0,1,,23.16126,
BLM13-4002,COTTONWOOD CREEK,cottonwood creek,Cottonwood Creek,0.441830837,23196602,23196602,1.70402E+13,POINT (-115.134357598918 41.75435046906835),146.9152314,161.506295,1,1,1,exact name match,5.20296,
BLM13-1082,CROOKED RIVER,crooked river,Crooked River,4.636987487,23713964,23713964,1.70703E+13,POINT (-120.8775610740707 44.20579922258345),146.9107635,1288.498331,1,1,1,exact name match,37.08734,
FW08OH030,nan,nan,,2.227950186,167484526,167484526,5.04E+12,POINT (-82.11628495379613 40.75560902352697),143.649481,1012.805411,1,0,1,"no name match, water name and or gnis name not provided",54.626,
FW08WA028,nan,nan,,3.840219881,23097070,23097070,1.702E+13,POINT (-119.2942511247481 47.50356639277834),140.2076371,213.7748122,1,0,1,"no name match, water name and or gnis name not provided",2.76666,
{25DA9135-A04F-47B7-9D74-61AD6F798F17},nan,nan,Boulder Creek,3.04129191,23781505,23781505,1.709E+13,POINT (-122.013155469422 44.71986183572756),139.8733037,967.3646165,1,0,1,nan,34.79396,
FW08VT002,nan,nan,Black Creek,7.696804073,4590501,4590501,4.15041E+12,POINT (-72.8602088059412 44.78225767383666),138.8433544,1958.903079,1,0.142857143,1,,30.15858,
{57DE0CBE-255B-47DA-A7AE-68AFAEC1CAAF},nan,nan,Pine Creek,3.114668124,23946165,23946165,1.71003E+13,POINT (-123.8585421183286 42.4198342680335),135.3894604,287.0684249,1,0.153846154,1,,90.49936,
{C9C889EB-5FC9-4A70-A8DE-AD03E2260FD9},nan,nan,,1.75982603,23924268,23924268,1.71003E+13,POINT (-122.5217015152893 42.90514942408803),133.2516436,155.6826748,1,0,1,"no name match, water name and or gnis name not provided",7.03982,
FMD-TR-013,Cieneguilla,cieneguilla,Rito Cieneguilla,0.349116464,17864620,17864620,1.30201E+13,POINT (-105.7710530933791 36.27509407452457),132.0447487,173.8243731,2,0.814814815,1,most likely name match based on fuzzy match,77.26097,
{452F9E10-2805-47B0-8320-C2B16E74D1D5},nan,nan,Annie Creek,12.04905952,24091964,24091964,1.80102E+13,POINT (-122.0696838009092 42.79483334539525),130.2045481,4915.533099,1,0.285714286,1,,44.57772,
BLM13-5074,YAMPA RIVER,yampa river,Yampa River,2.799467694,3112177,3112177,1.405E+13,POINT (-108.318849753473 40.49824098498628),127.5635535,nan,1,1,1,exact name match,48.89693,
BLM13-7082,12345 FID00756398 Missouri River,12345 fid00756398 missouri river,Missouri River,1.797292631,3012071,3012071,1.006E+13,POINT (-104.9753699015531 48.0884890002304),126.4477251,851.9575923,1,0.608695652,1,likely name match based on fuzzy match,25.61382,
BLM13-1020,BIRCH CREEK,birch creek,Birch Creek,0.951678788,23230515,23230515,1.70402E+13,POINT (-112.9769826016715 44.25133213070271),123.577974,123.577974,3,1,1,exact name match,99.99999,
BLM13-4072,SNAKE RIVER,snake river,Snake River,0.428956402,24451595,24451595,1.70402E+13,POINT (-111.8066026708316 43.70119416517284),120.3938448,145.9195445,1,1,1,exact name match,80.61914,
{590139AA-3DC9-7724-B6D8-D7C80C0A32AD},nan,nan,Potato Creek,2.089083992,8234604,8234604,1.80102E+13,POINT (-123.027833075269 40.48654506770487),118.4458855,276.092658,1,0.133333333,1,nan,89.59842,
FW08AR218,nan,nan,,5.537384329,771616,771616,8.0202E+12,POINT (-90.19616710294693 35.80084501084168),118.3848261,118.3848261,1,0,1,"no name match, water name and or gnis name not provided",99.53666,
{A776EADF-EA19-4010-B29C-B09B2431771D},nan,nan,Squaw Valley Creek,7.702780042,7961191,7961191,1.802E+13,POINT (-122.1415369209073 41.32820500208649),118.0079745,1251.755563,1,0.095238095,1,nan,17.71158,
{61B0F0B3-05B0-E158-8D70-3035692EFB45},nan,nan,Elder Creek,3.205400007,23945547,23945547,1.71003E+13,POINT (-123.5544136248885 42.02125911178336),116.4925196,122.570993,1,0,1,nan,99.28759,
{6AA242CA-1236-6313-690C-A2EBAE4A95F9},nan,nan,Gold Creek,4.756138606,23886578,23886578,1.71002E+13,POINT (-123.8481440772233 44.45163595451698),115.985083,858.7877179,1,0,1,,78.51122,
{B7285886-21A6-47F0-AA57-F3C413564A66},nan,nan,,2.966950091,23753250,23753250,1.709E+13,POINT (-122.6766482420446 43.82348011841825),115.4334249,452.1061055,1,0,1,"no name match, water name and or gnis name not provided",13.32571,
{8926056C-E247-48F6-BA04-ECEA30442320},nan,nan,Spignet Creek,4.792441791,23931456,23931456,1.71003E+13,POINT (-122.9953404847498 42.61647858121607),113.3911137,1051.043853,1,0.125,1,nan,20.93873,
{9600D808-CB48-4AB7-8849-2F1451FACD61},nan,nan,Deschutes River,9.043294495,23700609,23700609,1.70703E+13,POINT (-121.7793779953374 43.84592483851528),113.3327213,1280.803663,1,0,1,nan,13.44076,
BLMMaster-16025,NEW FORK RIVER,new fork river,New Fork River,0.582165087,18332728,18332728,1.40401E+13,POINT (-109.9169530402823 42.58536117520062),112.6023176,213.8404564,1,1,1,exact name match,31.32533,
BLMMaster-10930,San Juan River,san juan river,San Juan River,1.011955188,17040633,17040633,1.40801E+13,POINT (-107.8772610102225 36.69878547568539),112.4987414,552.1445679,2,1,1,exact name match,72.71608,
{DCA74CEE-006A-4F01-C196-A3219AE92FC4},nan,nan,Little Elder Creek,6.735463173,23945989,23945989,1.71003E+13,POINT (-123.5815647166788 42.06812685131765),112.0941353,2958.619503,1,0,1,,48.98912,
{44E9189E-80E0-4042-8EE1-1794DF770CD5},nan,nan,McCredie Creek,2.956693662,23753514,23753514,1.709E+13,POINT (-122.2834532888724 43.7104700837257),111.5620483,593.0620315,1,0,1,,22.80297,
{A85973EA-C19C-4718-90DE-1DFAE9E9A39E},nan,nan,Martin Creek,3.391677889,23903405,23903405,1.71003E+13,POINT (-123.4794733863279 42.81780446725436),111.0092577,816.1274774,1,0.266666667,1,nan,75.86796,
{73E264CB-ECF4-4BA3-9808-97DFF46B75A3},nan,nan,,1.486357868,23753218,23753218,1.709E+13,POINT (-122.1889319212902 43.85615233219559),107.3789378,107.3789378,1,0,2,"no name match, water name and or gnis name not provided",0,
BLMMaster-12381,12345 FID24653 WHITE RIVER,12345 fid24653 white river,White River,3.352538158,5309158,5309158,1.405E+13,POINT (-109.228900238238 39.94522907103503),106.1566658,361.8368324,1,0.594594595,1,nan,14.28033,
BLMMaster-13257,LITTLE SNAKE RIVER,little snake river,Little Snake River,2.302202483,18277685,18277685,1.405E+13,POINT (-108.2946288116944 40.64530366432243),105.9817107,308.3787562,1,1,1,exact name match,10.52904,
{C2E4BD06-B661-5FA7-7A40-A49A0ACEB667},nan,nan,Keene Creek,3.549562029,358821,358821,1.80102E+13,POINT (-122.4846309196246 42.13855826803952),105.8351088,824.9334084,1,0.142857143,1,,21.89548,
{D1CAF099-DA71-400A-8120-4CC07A95C54B},nan,nan,,3.698271615,23901659,23901659,1.71003E+13,POINT (-122.581552186677 42.94044666675572),105.6979815,976.5158938,1,0,1,"no name match, water name and or gnis name not provided",33.11546,
{72CA64FB-930F-4751-8B56-8E5FF40D53D3},nan,nan,,4.535453598,24505740,24505740,1.70701E+13,POINT (-121.6668926470709 45.86866980665259),104.5704159,2170.750887,1,0,1,"no name match, water name and or gnis name not provided",49.01774,
{8B75DC7D-34C9-CACD-8EE6-8077D9A8187D},nan,nan,Inch Creek,1.740930563,23737719,23737719,1.708E+13,POINT (-121.8329978999057 45.21759913010416),103.880815,157.9770908,1,0.153846154,1,,93.16034,
BLM13-5074,Yampa River,yampa river,Yampa River,1.931366086,3109497,3109497,1.405E+13,POINT (-108.3035380748297 40.50649840369287),103.7724663,1190.97068,1,1,1,exact name match,82.19968,
{71F2D2D8-69A5-FAF5-E575-67CD6212B7E3},nan,nan,Salt Creek,0.878034366,23752288,23752288,1.709E+13,POINT (-122.2849904128944 43.70186245219178),103.2796003,314.2237493,1,0.153846154,1,nan,67.73309,
{79F7DD6A-37BB-4309-96DF-1FD08DB14162},nan,nan,Cayuse Creek,1.265294829,23752526,23752526,1.709E+13,POINT (-122.1879869198469 43.85119115646962),102.2482717,589.2325238,1,0.133333333,1,nan,46.62068,
{C0E7D48B-8AA3-49EE-892A-A283A022348C},nan,nan,Fall Creek,4.440895576,23886962,23886962,1.71002E+13,POINT (-123.4944892532617 44.3179337795058),102.1115031,636.0548213,1,0.153846154,1,,16.52514,
{2A119840-0984-4D52-B9FF-73832955AA76},nan,nan,Snow Creek,1.660287798,23700603,23700603,1.70703E+13,POINT (-121.7725307330537 43.82488283258765),101.7862688,178.8472292,1,0.153846154,1,nan,91.79544,
{EDD4A2E8-779C-FA92-8E90-F49DF4E581BF},nan,nan,North Fork Smith River,4.264968864,24527566,24527566,1.71003E+13,POINT (-123.8817105495919 43.8760310532483),100.9361584,740.7024341,1,0.08,1,,62.53581,
{B0205368-BB08-48A3-AF58-77D402AAA3F7},nan,nan,Lost Creek,1.946341098,23810544,23810544,1.709E+13,POINT (-121.9078717412184 45.01955091594866),100.4291335,559.2617402,1,0,1,,28.8366,
{21008F8A-D2A8-794D-941F-216B4AB6C57B},nan,nan,Burnt Creek,3.010248675,358775,358775,1.80102E+13,POINT (-122.4964629539083 42.17982006369701),100.1541015,1052.813387,1,0.142857143,1,,60.32575,
{5942FF94-5B04-4EA9-AA62-7B02D88C16FA},nan,nan,Mill Creek,2.148037407,23923654,23923654,1.71003E+13,POINT (-122.4391299913826 42.84405948009604),98.11748841,944.5132389,1,0,1,nan,54.48086,
{07E982BF-A010-400E-9A06-94A67DBA10A9},nan,nan,Fall Creek,1.000646298,23752672,23752672,1.709E+13,POINT (-122.4385579426967 43.98415564830503),97.56689559,185.831518,1,0.153846154,1,,82.63397,
BLM13-2094,SLICK CREEK,slick creek,Slick Creek,2.834222857,23764217,23764217,1.709E+13,POINT (-123.5660461095389 44.76309572821195),96.45940702,229.7211486,1,1,1,exact name match,5.53428,
{F63606EC-6356-5B3D-E33C-BF4B017B138A},nan,nan,White Creek,1.968089398,23945813,23945813,1.71003E+13,POINT (-123.4795229312526 42.23292080689124),96.30213259,317.9139563,1,0,1,nan,15.48304,
FW08ME007,nan,nan,Churchill Camp (historical),4.215511417,1023634,1023634,1.03E+12,POINT (-70.09972880919268 45.69124876611283),96.20379866,143.6887169,1,0.066666667,1,nan,2.85318,
BLMMaster-13149,12345 FID24653 WHITE RIVER,12345 fid24653 white river,White River,0.872874068,5308834,5308834,1.405E+13,POINT (-109.4178876108659 39.98922916719236),94.30560237,324.3268291,1,0.594594595,1,nan,40.22426,
BLMMaster-11602,Unamed,unamed,,3.582985535,15966609,15966609,1.018E+13,POINT (-106.6171122538447 42.11704825256425),93.67889639,507.9344498,1,0,1,"no name match, water name and or gnis name not provided",85.59386,
{3D047086-C2F5-4360-9012-DE9CE8E5B0F6},nan,nan,Wildcat Creek,3.941395913,24282702,24282702,1.711E+13,POINT (-122.2926035827611 46.73906867921696),93.33048436,1802.433059,1,0.125,1,,49.38529,
BLMMaster-14690,SPRING CREEK,spring creek,Spring Creek,4.47727605,17886686,17886686,1.301E+13,POINT (-106.0325510002573 38.35359382463132),92.85809578,794.3184806,1,1,1,exact name match,18.21129,
{C589B0BF-0CD9-3E15-0625-591162BCB9FE},nan,nan,Ikenick Creek,5.34167129,23773797,23773797,1.709E+13,POINT (-122.0114483944779 44.37674715999112),92.5133664,609.3002324,1,0.125,1,nan,29.8974,
{ED629565-42F9-9C51-EB68-2444983CF086},nan,nan,,2.032194198,23945747,23945747,1.71003E+13,POINT (-123.4804152844846 42.30386205706488),91.96162635,940.8850733,1,0,1,"no name match, water name and or gnis name not provided",52.73455,
FW08ME010,nan,nan,Aegan Brook,2.643387333,4288323,4288323,1.01001E+12,POINT (-69.01557731145597 47.11088861119821),91.70480249,680.1829315,1,0.285714286,1,nan,24.89073,
BLMMaster-15565,WILLOW CREEK,willow creek,Willow Creek,2.561571256,3521525,3521525,1.406E+13,POINT (-109.6114829213365 39.50912480216071),89.29782058,364.1037569,1,1,1,exact name match,83.08471,
{0708655B-A6BB-4FD8-9260-7B997700BA30},nan,nan,Still Creek,3.543691518,23735921,23735921,1.708E+13,POINT (-121.8726088008821 45.29389087958489),88.39414092,1300.342618,1,0,1,,38.28308,
{B6B97F20-0078-1A00-7D01-80D3604E3036},nan,nan,,1.911643156,3799295,3799295,1.80102E+13,POINT (-122.7644845121952 41.72179820350826),88.25713417,366.371361,1,0,1,"no name match, water name and or gnis name not provided",20.28123,
{DE898A5E-C843-44A7-A52D-D486E639E917},nan,nan,Quinault River,5.764761425,23844773,23844773,1.71001E+13,POINT (-123.5929310454266 47.56852236226352),88.21198045,1697.083597,1,0.235294118,1,,66.08699,
FW08ME001,nan,nan,Logan Brook,6.580354786,1701588,1701588,1.02E+12,POINT (-69.84898360171667 45.94469059510651),88.09053908,458.6758072,1,0.285714286,1,nan,6.78128,
{B86020AE-523D-452F-A699-94A35F189B11},nan,nan,South Creek,4.654908435,23753256,23753256,1.709E+13,POINT (-122.6299941221652 43.81514820581737),87.39127475,1329.181471,1,0,1,,28.44943,
CY-TR-1331,FISH CREEK,fish creek,Fish Creek,3.789792518,1399814,1399814,1.40802E+13,POINT (-109.6695430733232 37.38602607487911),87.06450727,87.06450727,3,1,1,exact name match,100,
BLM13-6024,Snake Creek,snake creek,Snake Creek,8.841261402,10408868,10408868,1.60203E+13,POINT (-114.0645514301869 38.92505550045293),86.87183007,2421.438585,1,1,1,exact name match,28.73538,
{3CE11D66-9D6A-44BB-9485-653F48D30C4F},nan,nan,Misery Creek,0.843957933,23781601,23781601,1.709E+13,POINT (-122.0068337630019 44.68106932146617),86.29905995,148.3484992,1,0,1,nan,16.85765,
{BB8265B7-F4F3-4CE9-B1A5-6D0478D81175},nan,nan,Fifteenmile Creek,4.447596728,24504702,24504702,1.70701E+13,POINT (-121.4823446896806 45.35145530826553),85.07267471,913.6185196,1,0.1,1,,19.70352,
BLM13-3071,Arkansas River,arkansas river,Arkansas River,2.934633888,921069,921069,1.102E+13,POINT (-105.3615355132602 38.47613895792295),85.06416096,806.0071179,1,1,1,exact name match,72.15869,
{1DABEBB2-A0BE-4FF2-8488-3A94E6D22E0B},nan,nan,North Fork Smith River,3.719421028,24527592,24527592,1.71003E+13,POINT (-123.8174510678035 43.92637151477571),85.00445307,621.5390259,1,0.08,1,nan,84.29951,
{D9BCA040-7323-40F2-86AC-843CABED85D8},nan,nan,Siler Creek,4.174894363,23744654,23744654,1.708E+13,POINT (-121.8831782561788 46.48507092745204),84.4540738,1445.415378,1,0,1,nan,38.46409,
{7FDB1905-FAD7-42C3-95E5-EC82033B0113},nan,nan,Salmon River,19.86663208,23844975,23844975,1.71001E+13,POINT (-124.0577705436218 47.52768182854557),83.82843602,156.0847228,1,0.266666667,1,,99.44201,
BLMMaster-24962,ALAMOSA RIVER,alamosa river,Alamosa River,5.698032195,17898807,17898807,1.301E+13,POINT (-106.324341788783 37.37220328288328),81.78426513,1087.742341,1,1,1,exact name match,25.67666,
BLM13-4082,JORDAN CREEK,jordan creek,Jordan Creek,1.459300283,23360329,23360329,1.70501E+13,POINT (-116.9490711947629 42.87186879977261),81.53945475,371.0601105,1,1,1,exact name match,77.83846,
{2967F1CB-88AC-4EE9-F1AF-139C75866333},nan,nan,Larson Creek,5.126427252,23924436,23924436,1.71003E+13,POINT (-122.5127577646133 42.79994244856939),81.49337937,1894.578136,1,0.266666667,1,nan,43.21591,
{EBAB8B36-1042-43E1-9330-423E62621209},nan,nan,,1.888498704,23978350,23978350,1.711E+13,POINT (-121.4127520499283 47.13911802192978),81.22351169,826.8835928,1,0,1,"no name match, water name and or gnis name not provided",44.37477,
{A2B3FE33-28BD-4BB9-AFA8-FCE00E23B8BA},nan,nan,Larison Creek,1.717478783,23751962,23751962,1.709E+13,POINT (-122.5316454385487 43.68750859789512),80.91315477,791.9697919,1,0.25,1,nan,54.28765,
{35A5AC6B-FCE5-481B-821C-44C08806C9DB},nan,nan,Siouxon Creek,1.265403573,24241933,24241933,1.708E+13,POINT (-122.153381008 45.95985309696323),80.72569538,560.1226472,1,0.125,1,,42.61855,
{2E1F1139-B863-4534-8672-8828EF81C41B},nan,nan,Big Windy Creek,2.453348181,23940429,23940429,1.71003E+13,POINT (-123.7237829993672 42.65070519226747),80.59030256,262.9111409,1,0.111111111,1,,9.98265,
{075FA2AE-7B94-47BD-8F74-8612BE7D6700},nan,nan,,4.828675079,23903303,23903303,1.71003E+13,POINT (-123.699205798906 42.85374693388604),80.37873519,905.7976424,1,0,1,"no name match, water name and or gnis name not provided",19.57911,
{4AE876B7-94C6-4D3A-A690-28A6F3C9BED4},nan,nan,Swauk Creek,1.119164925,24125551,24125551,1.703E+13,POINT (-120.6826870363649 47.32133770363349),79.80227911,458.1382339,1,0.142857143,1,,58.36448,
BLM13-6110,San Felipe Creek,san felipe creek,San Felipe Creek,1.847576587,22598765,22598765,1.81002E+13,POINT (-115.8308289952931 33.15352110346987),79.22035576,759.3903238,2,1,1,exact name match,39.26822,
{B59C37D2-A416-40D3-B603-415A2C5A4B9D},nan,nan,Kinney Creek,3.090207231,23781553,23781553,1.709E+13,POINT (-122.3160631872569 44.67627079797469),78.85574455,575.0128216,1,0.266666667,1,,79.10216,
{705D6709-BBAA-89DC-8E8A-EADD85FB113E},nan,nan,North Fork Smith River,4.264968864,24527566,24527566,1.71003E+13,POINT (-123.8952677259491 43.87457354890776),78.51470941,650.1538121,1,0.08,1,,15.09023,
{3D5AFD4D-FED3-4EFD-999C-D3736A59348F},nan,nan,Chiwawa River,4.509270331,23080806,23080806,1.702E+13,POINT (-120.8245835831786 48.00904014434144),78.44762671,552.6539017,1,0.125,1,nan,85.99044,
{56FEBDE3-9747-4476-8597-6F24653E93BF},nan,nan,,2.488674516,7950900,7950900,1.802E+13,POINT (-122.0110115211769 40.8166338028157),78.0754115,1253.267301,1,0,1,"no name match, water name and or gnis name not provided",46.59688,
