"ReachID","SiteID","Year","Date","BRLat","BRLong","StreamName","BFWidth","Grad","RchLen","BF_WDRatio","BF_Height","WetWidth","WetWidthToDepth","RPD","PctPool","Sin","PctDry","Beaver","StreamOrder","D50","PoolTailFines2","PctFines2","PctFines6","PoolTailFines6","LWD_Freq","LWD_Vol","OEratio","MMI","Program"
"10871","FW08NV004","2008","7-Aug-08",40.90311286,-115.224256,NA,2.64,15.675,NA,4.942137856,0.46,1.4125,23.56052036,3.08733236,31.81818182,2.01182,NA,NA,2,NA,NA,2.222222222,0,NA,NA,NA,0.776403116,2,"EPA"
"10872","FW08NV005","2008","12-Jun-08",39.21792949,-117.0595203,NA,2.622222222,2.071511,NA,3.780096498,0.4,1.8,7.018760137,3.411222452,0,2.001302,NA,NA,2,NA,NA,57.77777778,40,NA,NA,NA,0.97534195,5,"EPA"
"10875","FW08NV006","2008","24-Jun-08",41.41766741,-116.0342696,NA,4.954545455,2.12,148.5,8.219104628,2.136363636,3.752631579,16.08026676,4.473494004,0,1.157084433,NA,NA,2,NA,NA,20,17.14285714,NA,74.74747475,6.372390572,0.657724896,2,"EPA"
"10876","FW08NV008","2008","15-Jul-08",41.71522014,-115.2289633,NA,9.281818182,2.494919,223.5,11.85948853,0.445454545,7.216666667,24.00757189,11.38813411,30.66666667,1.143671006,NA,NA,2,NA,NA,17.14285714,14.28571429,NA,15.21252796,5.549888143,1.098863471,3,"EPA"
"10885","FW08NV009","2008","10-Jun-08",38.32750793,-114.2774604,NA,0.988181818,8.83,149,3.395457705,0.23,0.489666667,10.28949735,0.116761745,1.333333333,1.013130152,NA,NA,1,NA,NA,51.42857143,29.52380952,NA,1.342281879,0.077852349,0.803091232,5,"EPA"
"10886","FW08NV010","2008","25-Jun-08",41.80682461,-115.7046045,NA,3.272727273,1.922222222,223.5,6.274052838,0.3,2.268421053,10.10252651,4.179918699,4.032258065,1.246946352,NA,NA,3,NA,NA,85.71428571,83.80952381,NA,0,0,0.894210551,5,"EPA"
"10887","FW08NV011","2008","25-Jun-08",41.21398709,-116.3987168,NA,9.781818182,3.842998,NA,9.399583999,0.7,1.544444444,5.146824132,7.62514131,2,2.019975,NA,NA,3,NA,NA,59.04761905,44.76190476,NA,NA,NA,1.150722862,5,"EPA"
"10888","FW08NV012","2008","3-Jun-08",41.92147277,-119.4433402,NA,1.6,0.683758775,148.5,4.394701091,0.254545455,1.092857143,9.707380446,2.956516739,0,1.027514886,NA,NA,2,NA,NA,54.28571429,45.71428571,NA,0,0,0.726301566,5,"EPA"
"10889","FW08NV014","2008","26-Jun-08",40.74129868,-115.5543686,NA,2.836363636,2.186532507,148.5,6.356117276,0.454545455,1.25,11.39164502,3.791321468,0,1.263112007,NA,NA,2,NA,NA,79.20792079,57.42574257,NA,34.34343434,1.991919192,0.872659325,2,"EPA"
"10890","FW08NV015","2008","27-Jun-08",41.01579472,-116.0832885,NA,2.672727273,4.915478,NA,6.187859401,0.390909091,0.95,23.125,0.685168037,0,1.98554,NA,NA,2,NA,NA,40.95238095,36.19047619,NA,NA,NA,0.732418541,5,"EPA"
"10893","FW08NV019","2008","22-Jul-08",40.70240853,-116.5235212,NA,28.6,0.109817464,594,21.83726211,0.672727273,24.93684211,39.99789076,21.80888592,0,1.737094941,NA,NA,7,NA,NA,61.9047619,20.95238095,NA,0,0,0.840349019,3,"EPA"
"10895","FW08NV019","2008","11-Aug-08",40.70240853,-116.5235212,NA,28.8,0.052998702,594,25.20871882,0.627272727,25.095,56.78059564,20.96395056,0,1.892582794,NA,NA,7,NA,NA,62.85714286,29.52380952,NA,2.02020202,0.117171717,1.114302728,2,"EPA"
"10896","FW08NV022","2008","4-Jun-08",41.77179727,-117.8060453,NA,14.93636364,0.142995,594,8.603901667,1.109090909,11.3,17.2785292,24.97082848,0,1.046833377,NA,NA,6,NA,NA,79.80769231,71.15384615,NA,0,0,1.087772096,5,"EPA"
"10897","FW08NV026","2008","5-Jun-08",41.3973601,-117.4646693,NA,6.272727273,1,NA,4.369599649,1.090909091,4.03,9.95469689,4.996910256,0,2.101702,NA,NA,6,NA,NA,49.52380952,41.9047619,NA,NA,NA,1.088084343,5,"EPA"
"10898","FW08NV028","2008","17-Jun-08",41.40884387,-118.9109046,NA,2.25,3.5,223.5,4.397918539,0.321,1.765789474,7.554172407,7.055753214,5.185185185,1.367382469,NA,NA,4,NA,NA,43.15789474,29.47368421,NA,0,0,1.244105516,3,"EPA"
"10899","FW08NV029","2008","11-Jun-08",39.21428861,-114.5413454,NA,5.809090909,3.188888889,237.6,9.185374066,0.362727273,4.05,15.95704699,3.549835837,2.083333333,1.123377462,NA,NA,3,NA,NA,20,15.23809524,NA,2.525252525,0.146464646,1.205267446,3,"EPA"
"10900","FW08NV031","2008","18-Jun-08",40.81470323,-115.8061406,NA,12.76363636,0.105641841,316.8,10.46930202,0.690909091,8.663157895,15.21628102,33.91866613,0,1.809399475,NA,NA,7,NA,NA,84.31372549,74.50980392,NA,0,0,0.355222525,5,"EPA"
"10901","FW08NV032","2008","10-Jun-08",36.6417447,-114.5318165,NA,4.127272727,0.503243,148.5,3.755637136,0.404545455,3.655,5.252570309,22.27086678,0,1.050179485,NA,NA,7,NA,NA,100,100,NA,18.18181818,1.054545455,0.904909954,2,"EPA"
"10918","FW08NV033","2008","11-Jun-08",38.85858259,-115.6673318,NA,2.863636364,0.672342482,148.5,3.950281407,0.254545455,1.246666667,2.569843594,10.55303276,0,1.019477691,NA,NA,4,NA,NA,44.76190476,22.85714286,NA,2.02020202,0.672727273,0.778361306,5,"EPA"
"10922","FW08NV034","2008","24-Jul-08",40.91002543,-117.9097195,NA,30.03636364,0.029722191,792,24.92933106,0.681818182,24.80666667,45.91518196,20.0373847,16,1.169344978,NA,NA,7,NA,NA,70.58823529,11.76470588,NA,0.126262626,0.007323232,0.51141175,5,"EPA"
"10926","FW08NV035","2008","17-Jun-08",40.68600234,-116.7624855,NA,11.58181818,0.284153734,316.8,8.382387399,0.509090909,8.53,12.32686799,21.00138633,0,1.345589703,NA,NA,6,NA,NA,100,98.0952381,NA,1.893939394,0.109848485,0.277864908,5,"EPA"
"10927","FW08NV037","2008","26-Jun-08",41.87729618,-115.6285161,NA,15.42727273,0.371011613,396,14.31851359,0.577272727,12.23,23.86911446,24.61866113,6,1.099278305,NA,NA,4,NA,NA,16.19047619,10.47619048,NA,2.525252525,0.278535354,0.958633292,3,"EPA"
"10928","FW08NV038","2008","3-Jun-08",41.9957489,-117.7707249,NA,3.754545455,0.374551,NA,7.666083916,0.363636364,1.86,14.1087196,2.579713077,0,1.987356,NA,NA,5,NA,NA,100,100,NA,NA,NA,0.566906906,5,"EPA"
"10951","FW08NV049","2008","31-Jul-08",38.8505517,-116.6048621,NA,1.2,14.775,148.5,2.434516343,0.445454545,0.638888889,19.46296296,1.148361111,20,1.062143764,NA,NA,1,NA,NA,19,18,NA,6.734006734,2.035690236,0.702685848,5,"EPA"
"10954","FW08NV040","2008","30-Jun-08",39.08215943,-119.7573042,NA,44.08181818,0.061626625,1702.8,43.06612479,0.55,37.61875,78.7521782,13.70112631,0,1.032023913,NA,NA,5,NA,NA,85.71428571,31.42857143,NA,6.0488607,0.463883016,0.857962318,2,"EPA"
"10956","FW08NV050","2008","22-Jul-08",40.41024065,-118.3154415,NA,39.54545455,0.015756341,990,27.67825424,0.527272727,34.19047619,36.08153866,21.90138287,0,1.095732207,NA,NA,7,NA,NA,77.27272727,32.72727273,NA,0,0,0.766506629,5,"EPA"
"10962","FW08NV051","2008","23-Jul-08",40.64965565,-116.7790317,NA,29.13333333,0.069954,NA,18.37705086,1,23.09375,45.83606541,15.57320995,0,2.233048,NA,NA,7,NA,NA,74.11764706,56.47058824,NA,NA,NA,0.61563861,2,"EPA"
"10963","FW08NV053","2008","24-Jun-08",41.95776506,-115.863833,NA,4.845454545,2.965,223.5,8.129065934,0.42,1.804,9.856054484,4.874119207,14.66666667,1.255028697,NA,NA,1,NA,NA,45.71428571,30.47619048,NA,13.87024609,0.982997763,0.904930262,3,"EPA"
"10964","FW08NV054","2008","8-Jul-08",41.27385024,-118.4605996,NA,2.109090909,4.237766239,148.5,4.391024632,0.427272727,1.365,24.97579365,0.460720048,0,1.20141951,NA,NA,1,NA,NA,13.33333333,10.47619048,NA,20.87542088,1.210774411,0.582591373,5,"EPA"
"10965","FW08NV056","2008","1-Jul-08",39.20075374,-119.6299202,NA,27.97,0.233961531,1188,20.72927409,0.518181818,24.74736842,28.81660107,39.20361894,15.78947368,1.261526852,NA,NA,5,NA,NA,32.40740741,24.07407407,NA,0.757575758,2.122643098,1.027454571,5,"EPA"
"10971","FW08NV057","2008","16-Jul-08",41.13161753,-115.4997593,NA,11.33636364,0.169599,237.6,15.08514654,0.463636364,6.764705882,28.90215895,11.01879755,7.070707071,1.227737674,NA,NA,6,NA,NA,73.33333333,34.28571429,NA,0.420875421,0.024410774,0.84126467,5,"EPA"
"10973","FW08NV058","2008","24-Jul-08",40.78824389,-117.0442313,NA,27.58181818,0.015915496,712.8,19.01246753,0.745454545,19.8,26.41515909,39.05440164,0,2.021933786,NA,NA,7,NA,NA,65.71428571,38.0952381,NA,0,0,0.763388974,3,"EPA"
"10978","FW08NV041","2008","8-Jul-08",41.32039998,-115.657142,NA,2.745454545,0.054749356,223.5,4.156600575,0.231818182,2.2375,5.292142888,5.961387476,0,1.169368586,NA,NA,6,NA,NA,80.95238095,60.95238095,NA,0,0,0.899495245,5,"EPA"
"10979","FW08NV039","2008","5-Jun-08",41.77125165,-117.3829874,NA,8.409090909,1.642857143,198,9.059122603,0.286363636,6.77037037,13.48200033,20.53953443,0,1.187153916,NA,NA,4,NA,NA,48.57142857,45.71428571,NA,8.080808081,0.746464646,0.610984605,2,"EPA"
"10989","FW08NV062","2008","23-Jul-08",41.00564814,-117.3393351,NA,26.31818182,0.022924,792,17.14387823,0.727272727,19.4,30.16055462,38.69231226,6,1.828233792,NA,NA,7,NA,NA,71.42857143,32.38095238,NA,0,0,0.127326078,2,"EPA"
"10990","FW08NV063","2008","10-Jul-08",40.394948,-116.1206756,NA,8.245454545,0.056629621,170.28,9.356906918,0.318181818,5.585,10.52902879,11.42105187,0,1.841461396,NA,NA,5,NA,NA,100,70.2970297,NA,0,0,0.778687389,5,"EPA"
"10991","FW08NV065","2008","17-Jul-08",38.78147873,-117.3401678,NA,2.636363636,2.3,148.5,6.042090719,0.236363636,2.047368421,9.500849833,3.975852964,2,1.081571499,NA,NA,3,NA,NA,6.666666667,3.80952381,NA,10.1010101,0.585858586,1.188928652,3,"EPA"
"10992","FW08NV066","2008","28-Jul-08",40.69720892,-118.1006986,NA,19.35454545,0.13978,594,12.34018243,0.663636364,18.33888889,47.69195835,55.60308772,56,1.418071586,NA,NA,7,NA,NA,88.57142857,38.0952381,NA,0,0,0.511745078,5,"EPA"
"10993","FW08NV069","2008","9-Sep-08",41.88666095,-114.6866143,NA,14.03636364,0.283822,NA,12.81773569,1.185454545,9.3,65.5639771,28.295179,2,1.994081,NA,NA,6,NA,NA,54.28571429,20,NA,NA,NA,1.031920718,3,"EPA"
"11003","FW08OR001","2008","14-Sep-08",43.64952824,-124.0956116,NA,3.045454545,0.882986,223.5,5.280636587,0.418181818,1.74,15.94963889,7.817146228,8.666666667,1.377323645,NA,NA,2,NA,NA,81.9047619,10.47619048,NA,1.789709172,0.349888143,0.666883702,5,"EPA"
"11004","FW08OR002","2008","22-Jul-08",45.36811658,-119.446251,NA,1.27,1,149,1.642367043,0.57,0.926315789,6.644592914,20.99569444,2.75862069,1.104365404,NA,NA,3,NA,NA,85,85,NA,0.67114094,0.038926174,0.510743929,5,"EPA"
"11005","FW08OR004","2008","23-Jul-08",44.62318544,-119.6383494,NA,3.045454545,7.84,149,5.270579769,0.454545455,1.26,22.88732988,3.353414999,10,1.088010165,NA,NA,2,NA,NA,24.76190476,24.76190476,NA,10.06711409,0.583892617,1.347572251,2,"EPA"
"11013","FW08OR005","2008","21-Jul-08",44.89842988,-117.4241613,NA,2.845454545,1.6,149,9.727728611,0.290909091,1.715,51.34964133,5.012099514,28,1.194380325,NA,NA,2,NA,NA,21.9047619,11.42857143,NA,10.06711409,1.119463087,1.035366708,2,"EPA"
"11014","FW08OR006","2008","15-Sep-08",43.87510264,-123.5025807,NA,19.50909091,0.153652,554.4,15.47511518,0.781818182,14.0345,36.00336082,21.70946863,43,1.045346774,NA,NA,1,NA,NA,40,25.71428571,NA,8.658008658,1.056998557,0.50308902,2,"EPA"
"11016","FW08OR008","2008","17-Jul-08",45.11449914,-116.8564475,NA,3.681818182,8.05,149,6.181737758,0.627272727,1.875,22.05511278,3.112450782,23.48993289,1.047800759,NA,NA,1,NA,NA,19.23076923,10.57692308,NA,29.53020134,11.97651007,0.911411964,2,"EPA"
"11017","FW08OR009","2008","9-Jul-08",45.30045298,-123.4774717,NA,6.327272727,8.52,178.2,8.37536075,0.545454545,3.857,17.03666667,5.244908911,5,1.152129612,NA,NA,1,NA,NA,4.761904762,0,NA,12.34567901,51.3973064,1.034066754,2,"EPA"
"11018","FW08OR010","2008","3-Aug-08",43.09695281,-122.4115116,NA,3.572727273,3.41,223.5,7.030239737,0.327272727,1.8,13.60993061,7.275546035,24,1.408566933,NA,NA,1,NA,NA,27.61904762,9.523809524,NA,0.447427293,0.025950783,0.960691917,3,"EPA"
"11035","FW08OR043","2008","11-Sep-08",43.61498688,-122.7664621,NA,4.690909091,8.28,149,5.350680147,0.745454545,2.194736842,17.58327929,6.631883799,31.50684932,1.070326195,NA,NA,2,NA,NA,12.38095238,0.952380952,NA,8.053691275,5.112751678,1.054996938,3,"EPA"
"11037","FW08OR047","2008","21-Aug-08",42.07214556,-124.0083463,NA,5.7,4.18,158.4,6.110175098,0.645454545,3.275,29.0682229,10.13381818,27,1.095566842,NA,NA,1,NA,NA,0.952380952,0.952380952,NA,20.2020202,48.46401515,0.746718293,3,"EPA"
"11039","FW08OR050","2008","13-Sep-08",43.1011809,-122.8297464,NA,6.242857143,7.083333333,133.5,7.993740508,0.642857143,2.35,28.82231195,1.554802213,14.44444444,1.013858222,NA,NA,1,NA,NA,7.692307692,0,NA,11.23595506,2.29588015,1.252167396,3,"EPA"
"11040","FW08OR045","2008","19-Jul-08",44.90149003,-118.4770479,NA,16.325,3.2,436.8,12.01945124,0.7125,12.93571429,25.68325741,6.704617327,15.71428571,1.12047566,NA,NA,4,NA,NA,1.351351351,0,NA,5.494505495,0.759386447,0.895636593,3,"EPA"
"11042","FW08OR052","2008","20-Jul-08",44.85146182,-118.1429123,NA,5.027272727,6.4,158.4,8.620613277,0.336363636,4.205,17.83897211,6.144923851,9,1.140687579,NA,NA,1,NA,NA,3.80952381,3.80952381,NA,126.8939394,96.72853535,1.324621685,3,"EPA"
"11051","FW08OR069","2008","18-Jul-08",45.19312941,-118.704127,NA,4.518181818,3.8,149,7.438754971,0.5,2.125,28.49504801,2.359469955,1.333333333,1.075420879,NA,NA,1,NA,NA,17.14285714,17.14285714,NA,6.040268456,0.618120805,1.080562165,2,"EPA"
"11079","FW08CO001","2008","11-Jul-08",37.36588354,-108.5932791,NA,6.190909091,0.098477349,158.4,7.173305412,0.363636364,4.265789474,8.026125117,21.67381962,0,1.535282746,NA,NA,3,NA,NA,88.57142857,81.9047619,NA,0,0,0.695641757,2,"EPA"
"11080","FW08CO001","2008","5-Aug-08",37.36588354,-108.5932791,NA,5.109090909,0.085943827,158.4,6.682160322,0.272727273,4.145,8.051924979,16.71254973,100,1.46077295,NA,NA,3,NA,NA,88.57142857,88.57142857,NA,1.262626263,0.073232323,0.973898459,5,"EPA"
"11081","FW08CO003","2008","15-Jul-08",39.73087609,-108.6747246,NA,5.509090909,0.313272726,148.5,5.464630588,0.627272727,2.5,7.802351813,16.64517904,0,2.734010612,NA,NA,4,NA,NA,56.19047619,55.23809524,NA,0.673400673,0.039057239,0.978769693,3,"EPA"
"11082","FW08CO003","2008","4-Aug-08",39.73087609,-108.6747246,NA,3.854545455,0.311329243,148.5,4.7284664,0.5,2.225,8.422122506,17.45341417,0,2.124691979,NA,NA,4,NA,NA,54.28571429,45.71428571,NA,0.673400673,0.039057239,1.258418177,2,"EPA"
"11083","FW08CO006","2008","16-Jul-08",39.6430304,-107.7110185,NA,10.84545455,0.596140966,148.5,11.31658751,0.509090909,3.68,9.90233514,22.86146208,0,1.732873708,NA,NA,3,NA,NA,60.95238095,52.38095238,NA,0,0,1.250834449,2,"EPA"
"11084","FW08CO010","2008","2-Jul-08",39.34428,-104.9728388,NA,15.43636364,0.481307823,148.5,20.10452623,0.624545455,5.715789474,33.93837006,8.815525428,41,1.161055545,NA,NA,3,NA,NA,49.52380952,35.23809524,NA,21.54882155,2.175757576,1.017224736,3,"EPA"
"11085","FW08CO012","2008","30-Jun-08",39.2413809,-104.9580488,NA,5.800909091,0.932121,NA,11.08280559,0.306363636,2.351666667,16.22341912,8.054864109,24.74226804,2.006329,NA,NA,3,NA,NA,49.52380952,19.04761905,NA,NA,NA,0.907787004,5,"EPA"
"11086","FW08CO013","2008","28-Jul-08",37.79720049,-103.3774933,NA,13.72727273,0.156586,396,12.9427906,0.86,9.736842105,50.62110445,10.85234927,80,1.139964231,NA,NA,5,NA,NA,50,50,NA,0,0,0.87465465,3,"EPA"
"11087","FW08CO014","2008","18-Jun-08",39.89246561,-105.0565383,NA,6.213636364,0.415686,NA,9.499909256,0.438,5.86,21.25895641,17.56707733,27.47252747,2.68638,NA,NA,2,NA,NA,61,47,NA,NA,NA,0.77439931,5,"EPA"
"11088","FW08CO017","2008","11-Sep-08",40.97146712,-107.0196069,NA,13.1,0.573005444,396,9.47214501,1.309090909,10.95294118,23.81875136,8.54704502,0,1.05640684,NA,NA,4,NA,NA,9.523809524,3.80952381,NA,8.585858586,1.088888889,1.071894365,3,"EPA"
"11089","FW08CO019","2008","1-Jul-08",39.38895974,-104.8672149,NA,6.481818182,1.033947,NA,10.67138655,0.502727273,4.135,30.18761863,3.778051004,6.12244898,1.993082,NA,NA,3,NA,NA,60.95238095,23.80952381,NA,NA,NA,0.649381383,3,"EPA"
"11090","FW08CO020","2008","29-Jul-08",38.06505925,-102.3363777,NA,4.763636364,0.2217,NA,6.459173341,0.590909091,1.845,31.3609446,7.846077,90,1.982987,NA,NA,3,NA,NA,74.28571429,65.71428571,NA,NA,NA,0.643552854,5,"EPA"
"11091","FW08CO021","2008","14-Jul-08",39.98812383,-108.7779574,NA,4.618181818,0.811651,NA,4.035783129,0.827272727,2.968421053,10.68448237,10.35822704,0,1.989059,NA,NA,5,NA,NA,48.57142857,47.61904762,NA,NA,NA,0.539717902,5,"EPA"
"11095","FW08CO027","2008","2-Sep-08",39.36936448,-106.4524344,NA,6.736363636,7.840083,198,9.341493444,0.395454545,5.935,41.07139257,4.057334666,2,1.010282657,NA,NA,1,NA,NA,3,3,NA,12.12121212,2.832323232,0.913232205,5,"EPA"
"11096","FW08CO031","2008","12-Aug-08",40.15970307,-105.1184267,NA,12.54545455,0.218875636,247.5,11.35307567,0.645454545,8.775,20.38166148,18.28082504,2,1.049040288,NA,NA,4,NA,NA,38.0952381,28.57142857,NA,2.828282828,0.164040404,1.026533456,3,"EPA"
"11097","FW08CO038","2008","17-Sep-08",39.07659754,-106.0063979,NA,8.990909091,0.420208307,148.5,9.064632758,0.554545455,7.573684211,18.71274245,31.54623297,21,1.545580994,NA,NA,4,NA,NA,21.9047619,16.19047619,NA,0,0,1.099976384,3,"EPA"
"11098","FW08CO073","2008","9-Jul-08",37.06135096,-105.982904,NA,40.63636364,0.17482648,772.2,40.05614169,0.590909091,18,42.92361995,13.86516464,0,1.170395464,NA,NA,4,NA,NA,11.42857143,9.523809524,NA,12.17301217,2.447163947,0.681618367,3,"EPA"
"11099","FW08CO076","2008","30-Jul-08",39.63865573,-102.1136539,NA,16.44545455,0.207621,NA,20.98986109,0.481818182,8.695,23.32921926,6.290046797,100,2.025318,NA,NA,4,NA,NA,100,98.0952381,NA,NA,NA,1.029503813,5,"EPA"
"11100","FW08CO103","2008","1-Oct-08",38.60455418,-106.4649269,NA,3.827272727,0.955062625,148.5,4.80597111,0.4,4.345,13.10603452,9.178162879,14,1.142071083,NA,NA,2,NA,NA,12.38095238,4.761904762,NA,0,0,0.795715386,3,"EPA"
"11106","FW08IL006","2008","12-Sep-08",37.52548104,-89.18786253,NA,8.8,0.233142634,316.8,10.25695849,0.7,7.18,Inf,25.75173211,93,1.037377381,NA,NA,2,NA,NA,20.95238095,13.33333333,NA,2.525252525,0.146464646,0.562899668,5,"EPA"
"11134","FW08VT003","2008","1-Jul-08",43.94606478,-72.71105066,NA,17.95454545,0.33062509,554.4,16.16413501,0.718181818,14.41052632,31.98843495,21.16753378,22,1.133711152,NA,NA,3,NA,NA,6.666666667,0,NA,2.886002886,0.866161616,0.618961794,3,"EPA"
"11135","FW08VT004","2008","21-Aug-08",44.8061487,-72.13634495,NA,13.93636364,0.777166057,237.6,9.512013763,0.772727273,12.73,21.80151784,41.03257654,14,2.722840671,NA,NA,2,NA,NA,11.42857143,2.857142857,NA,28.61952862,18.40909091,0.933126326,3,"EPA"
"11136","FW08VT005","2008","24-Jun-08",44.21421333,-72.96547209,NA,8.318181818,1.256741979,277.2,10.4502612,0.55,5.605,21.13844028,11.86207357,28,2.131022497,NA,NA,2,NA,NA,1.923076923,0.961538462,NA,18.3982684,4.04040404,1.094793885,3,"EPA"
"11137","FW08VT007","2008","18-Aug-08",43.90350564,-72.8253244,NA,26.1,0.169382899,792,18.43897262,0.745454545,21.56,71.49460154,30.36564652,13.68421053,1.027639786,NA,NA,4,NA,NA,22.85714286,7.619047619,NA,1.767676768,0.168560606,0.837560376,3,"EPA"
"11138","FW08VT008","2008","30-Jul-08",43.04998903,-72.72147128,NA,5.863636364,2.982675604,158.4,10.6948914,0.45,4.035,28.43658162,3.620902255,14,1.154197798,NA,NA,2,NA,NA,14.28571429,0.952380952,NA,14.52020202,2.341540404,0.633490504,2,"EPA"
"11139","FW08TX003","2008","2-Jul-08",30.28718756,-98.89560053,NA,8.709090909,0.479624,158.4,9.143171953,0.790909091,5.61,19.52622558,18.19125938,66,1.011387263,NA,NA,2,NA,NA,80.95238095,9.523809524,NA,3.156565657,0.183080808,0.8593772,3,"EPA"
"11140","FW08TX004","2008","9-Jul-08",32.28043629,-97.97061693,NA,14.82727273,0.227998114,237.6,12.54800345,0.981818182,6.19,16.21831888,31.21802172,76,1.127684409,NA,NA,2,NA,NA,47.61904762,5.714285714,NA,0.420875421,0.024410774,0.735004447,3,"EPA"
"11144","FW08TX010","2008","6-Jul-08",30.5975647,-98.06989927,NA,14.29090909,0.2703697,316.8,17.31345541,0.654545455,7.085,43.81854296,9.518037458,46,1.020869365,NA,NA,2,NA,NA,17.14285714,5.714285714,NA,3.156565657,0.222222222,0.916369196,3,"EPA"
"11145","FW08TX011","2008","30-Jun-08",33.06838281,-94.46843757,NA,18.44545455,0.010231389,277.2,12.78920224,0.490909091,7.21,8.117829842,76.81322314,62,1.232222642,NA,NA,2,NA,NA,100,75.23809524,NA,16.23376623,2.038600289,0.462002218,5,"EPA"
"11146","FW08TX017","2008","5-Jul-08",31.54151415,-97.41663635,NA,26.43636364,0.265069,792,22.85275007,1.181818182,18.435,50.10005747,35.57118585,65,1.095300617,NA,NA,2,NA,NA,16.19047619,9.523809524,NA,3.282828283,0.875631313,1.190388818,3,"EPA"
